CODUSU,COMPONENTE,Edad,Genero,adulto_equiv,ad_equiv_hogar
TQRMNOTWSHMNLTCDEIIAD00801741,1,37,1,1.0,1.0
TQRMNOPTPHKMLUCDEIIAD00779939,1,31,1,1.0,1.0
TQRMNORXXHLOSNCDEIJAH00719072,3,19,1,1.02,4.52
TQRMNORXXHLOSNCDEIJAH00719072,4,17,1,1.04,4.52
TQRMNORXXHLOSNCDEIJAH00719072,5,9,1,0.69,4.52
TQRMNOSPXHJOSQCDEIJAH00793704,1,65,1,0.83,3.5
TQRMNOSPXHJOSQCDEIJAH00793704,2,70,2,0.67,3.5
TQRMNOSPXHJOSQCDEIJAH00793704,3,35,1,1.0,3.5
TQRMNOSPXHJOSQCDEIJAH00793704,4,33,1,1.0,3.5
TQRMNOQRQHLMSRCDEIJAH00780600,1,39,1,1.0,3.49
TQRMNOQRQHLMSRCDEIJAH00780600,3,11,2,0.72,3.49
TQRMNOQRQHLMSRCDEIJAH00780600,4,7,1,0.66,3.49
TQRMNOQRQHLMSRCDEIJAH00780600,5,5,2,0.6,3.49
TQRMNOQRQHLMSRCDEIJAH00780600,6,3,1,0.51,3.49
TQRMNORSWHLMSRCDEIJAH00780459,1,66,1,0.83,1.5
TQRMNORSWHLMSRCDEIJAH00780459,2,61,2,0.67,1.5
TQRMNOSQTHKMSTCDEIJAH00780800,3,5,1,0.6,2.38
TQRMNOTVRHJMLPCDEIIAD00796075,1,43,2,0.77,3.17
TQRMNOTVRHJMLPCDEIIAD00796075,2,50,1,1.0,3.17
TQRMNOTVRHJMLPCDEIIAD00796075,3,13,2,0.76,3.17
TQRMNOTVRHJMLPCDEIIAD00796075,4,6,2,0.64,3.17
TQRMNORPTHJMLSCDEIIAD00795557,1,69,1,0.83,1.5
TQRMNORPTHJMLSCDEIIAD00795557,2,66,2,0.67,1.5
TQRMNORSTHLMMNCDEIIAD00718257,1,37,2,0.77,4.06
TQRMNORSTHLMMNCDEIIAD00718257,2,22,2,0.76,4.06
TQRMNORSTHLMMNCDEIIAD00718257,3,16,1,1.03,4.06
TQRMNORSTHLMMNCDEIIAD00718257,4,13,1,0.9,4.06
TQRMNORSTHLMMNCDEIIAD00718257,5,5,1,0.6,4.06
TQRMNOPTUHLMNPCDEIIAD00718508,1,76,1,0.74,1.41
TQRMNOPTUHLMNPCDEIIAD00718508,2,72,2,0.67,1.41
TQRMNORVPHJMLOCDEIJAH00797126,1,57,1,1.0,2.78
TQRMNORVPHJMLOCDEIJAH00797126,2,56,2,0.76,2.78
TQRMNORVPHJMLOCDEIJAH00797126,3,24,1,1.02,2.78
TQRMNOSPSHLNKSCDEIJAH00719152,1,71,1,0.83,0.83
TQRMNOSQWHMOKUCDEIJAH00802248,1,56,2,0.76,0.76
TQRMNOPXVHMOSPCDEIJAH00802266,1,38,1,1.0,3.24
TQRMNOPXVHMOSPCDEIJAH00802266,2,36,2,0.77,3.24
TQRMNOPXVHMOSPCDEIJAH00802266,3,14,1,0.96,3.24
TQRMNOPXVHMOSPCDEIJAH00802266,4,3,2,0.51,3.24
TQRMNOPXXHMOSPCDEIJAH00802267,1,62,1,0.83,1.5
TQRMNOPXXHMOSPCDEIJAH00802267,2,63,2,0.67,1.5
TQRMNOSTPHMOSPCDEIJAH00802268,1,41,2,0.77,3.8
TQRMNOSTPHMOSPCDEIJAH00802268,2,44,1,1.0,3.8
TQRMNOSTPHMOSPCDEIJAH00802268,3,19,2,0.76,3.8
TQRMNOSTPHMOSPCDEIJAH00802268,4,13,1,0.9,3.8
TQRMNOSTPHMOSPCDEIJAH00802268,5,1,2,0.37,3.8
TQRMNORSYHJMSTCDEIJAH00802269,1,67,1,0.83,0.83
TQTMNORQXHMOSQCDEIJAH00802270,1,59,1,1.0,3.03
TQTMNORQXHMOSQCDEIJAH00802270,2,16,1,1.03,3.03
TQTMNORQXHMOSQCDEIJAH00802270,3,58,1,1.0,3.03
TQRMNORTVHMMSSCDEIJAH00802272,1,67,2,0.67,0.67
TQRMNOQUVHMOSTCDEIJAH00802273,1,32,1,1.0,2.48
TQRMNOUTPHMMLMCDEIJAH00802285,1,33,2,0.77,2.72
TQRMNOUTPHMMLMCDEIJAH00802285,2,17,2,0.77,2.72
TQRMNOUTPHMMLMCDEIJAH00802285,3,11,2,0.72,2.72
TQRMNOUTPHMMLMCDEIJAH00802285,4,2,1,0.46,2.72
TQRMNOQVWHLKLPCDEIJAH00793899,1,46,2,0.76,1.44
TQRMNOQVWHLKLPCDEIJAH00793899,2,8,1,0.68,1.44
TQRMNOUUVHMLKRCDEIIAD00801735,1,55,2,0.76,0.76
TQRMNORXRHKMKQCDEIIAD00780034,1,70,1,0.83,0.83
TQRMNORVPHMMKUCDEIIAD00801736,1,49,1,1.0,1.0
TQRMNOTPWHLLLNCDEIIAD00718468,1,32,1,1.0,2.46
TQRMNOTPWHLLLNCDEIIAD00718468,2,71,1,0.83,2.46
TQRMNOTPWHLLLNCDEIIAD00718468,3,77,2,0.63,2.46
TQRMNOSVWHKONPCDEIJAH00780330,2,48,2,0.76,2.29
TQRMNOSVWHKONPCDEIJAH00780330,3,15,2,0.77,2.29
TQRMNOSVWHKONPCDEIJAH00780330,4,14,2,0.76,2.29
TQRMNOQYTHJMQLCDEIJAH00793649,1,65,1,0.83,0.83
TQRMNOQTPHMKMNCDEIIAD00801744,1,52,2,0.76,2.97
TQRMNOQTPHMKMNCDEIIAD00801744,2,30,1,1.0,2.97
TQRMNOQTPHMKMNCDEIIAD00801744,3,4,1,0.55,2.97
TQRMNOQTPHMKMNCDEIIAD00801744,4,7,1,0.66,2.97
TQRMNOPRUHMLMQCDEIIAD00801745,1,70,2,0.67,2.39
TQRMNOPRUHMLMQCDEIIAD00801745,2,33,1,1.0,2.39
TQRMNOPRUHMLMQCDEIIAD00801745,3,11,2,0.72,2.39
TQRMNOTSUHJKMNCDEIIAD00795704,1,61,2,0.67,1.5
TQRMNOTSUHJKMNCDEIIAD00795704,2,62,1,0.83,1.5
TQRMNOQVWHKMLNCDEIJAH00780811,1,67,1,0.83,0.83
TQRMNOTUQHLOKTCDEIJAH00719187,1,52,2,0.76,0.76
TQRMNORPYHLMKUCDEIJAH00719188,1,58,1,1.0,6.95
TQRMNORPYHLMKUCDEIJAH00719188,2,57,2,0.76,6.95
TQRMNORPYHLMKUCDEIJAH00719188,3,34,1,1.0,6.95
TQRMNORPYHLMKUCDEIJAH00719188,4,23,1,1.02,6.95
TQRMNORPYHLMKUCDEIJAH00719188,5,17,1,1.04,6.95
TQRMNORPYHLMKUCDEIJAH00719188,7,30,2,0.77,6.95
TQRMNORPYHLMKUCDEIJAH00719188,8,12,1,0.85,6.95
TQRMNORPYHLMKUCDEIJAH00719188,9,3,2,0.51,6.95
TQRMNOQUVHLMLLCDEIJAH00719189,1,45,2,0.77,3.31
TQRMNOQUVHLMLLCDEIJAH00719189,4,22,1,1.02,3.31
TQRMNOQUVHLMLLCDEIJAH00719189,5,21,2,0.76,3.31
TQRMNOQUVHLMLLCDEIJAH00719189,6,21,2,0.76,3.31
TQRMNOQUVHMOSTCDEIJAH00802273,2,27,2,0.76,2.48
TQRMNOQUVHMOSTCDEIJAH00802273,3,11,2,0.72,2.48
TQRMNOQXVHMMQLCDEIJAH00802274,1,27,1,1.02,1.02
TQRMNOSPSHKMPSCDEIJAH00780210,1,64,2,0.67,1.67
TQRMNOSPSHKMPSCDEIJAH00780210,2,46,1,1.0,1.67
TQRMNORYWHJOQQCDEIJAH00802275,1,44,1,1.0,6.54
TQRMNORYWHJOQQCDEIJAH00802275,2,38,2,0.77,6.54
TQRMNORYWHJOQQCDEIJAH00802275,3,18,2,0.76,6.54
TQRMNORYWHJOQQCDEIJAH00802275,4,16,2,0.77,6.54
TQRMNORYWHJOQQCDEIJAH00802275,5,12,1,0.85,6.54
TQRMNORYWHJOQQCDEIJAH00802275,6,9,1,0.69,6.54
TQRMNORYWHJOQQCDEIJAH00802275,7,6,2,0.64,6.54
TQRMNORYWHJOQQCDEIJAH00802275,8,5,2,0.6,6.54
TQRMNORYWHJOQQCDEIJAH00802275,9,2,2,0.46,6.54
TQRMNOPUYHJKLQCDEIIAD00793475,1,69,2,0.67,1.41
TQRMNOPUYHJKLQCDEIIAD00793475,2,78,1,0.74,1.41
TQRMNOQTXHJOLRCDEIIAD00801739,2,52,2,0.76,2.54
TQRMNOQTXHJOLRCDEIIAD00801739,3,27,2,0.76,2.54
TQRMNOQTXHJOLRCDEIIAD00801739,4,21,1,1.02,2.54
TQRMNORQPHJMRLCDEIJAH00793154,1,40,2,0.77,2.79
TQRMNORQPHJMRLCDEIJAH00793154,2,45,1,1.0,2.79
TQRMNORQPHJMRLCDEIJAH00793154,3,21,1,1.02,2.79
TQRMNORRYHMKRLCDEIJAH00802292,1,24,1,1.02,1.02
TQRMNOQWUHJMMLCDEIIAD00801746,2,13,2,0.76,0.76
TQRMNOPTTHMKMPCDEIIAD00801747,1,41,1,1.0,1.76
TQRMNOPTTHMKMPCDEIIAD00801747,3,20,2,0.76,1.76
TQRMNOUSXHJMKPCDEIIAD00793670,1,39,2,0.77,1.79
TQRMNOUSXHJMKPCDEIIAD00793670,2,20,1,1.02,1.79
TQRMNOSWRHLLKPCDEIIAD00718458,1,41,1,1.0,1.77
TQRMNOPUSHJOLTCDEIJAH00802250,1,56,1,1.0,2.73
TQRMNOPUSHJOLTCDEIJAH00802250,2,17,2,0.77,2.73
TQRMNOPUSHJOLTCDEIJAH00802250,3,14,1,0.96,2.73
TQRMNOQPUHJMTQCDEIJAH00793874,1,56,2,0.76,2.28
TQRMNOQPUHJMTQCDEIJAH00793874,2,26,2,0.76,2.28
TQRMNOQPUHJMTQCDEIJAH00793874,3,23,2,0.76,2.28
TQSMNOQWXHLMOQCDEIJAH00802251,3,8,1,0.68,0.68
TQRMNOQYYHMNORCDEIJAH00802253,1,44,2,0.77,9.41
TQRMNOQYYHMNORCDEIJAH00802253,2,42,1,1.0,9.41
TQRMNOQYYHMNORCDEIJAH00802253,3,26,1,1.02,9.41
TQRMNOQYYHMNORCDEIJAH00802253,4,16,2,0.77,9.41
TQRMNOSPPHJOQQCDEIJAH00802276,3,17,2,0.77,0.77
TQRMNORPUHKOPTCDEIJAH00802278,1,46,1,1.0,2.74
TQRMNORPUHKOPTCDEIJAH00802278,3,19,1,1.02,2.74
TQRMNORPUHKOPTCDEIJAH00802278,4,11,2,0.72,2.74
TQRMNOSXWHKMPUCDEIJAH00780325,1,40,1,1.0,3.21
TQRMNOSXWHKMPUCDEIJAH00780325,2,43,2,0.77,3.21
TQRMNOSXWHKMPUCDEIJAH00780325,3,14,2,0.76,3.21
TQRMNOSXWHKMPUCDEIJAH00780325,4,8,1,0.68,3.21
TQRMNOQPPHLMRLCDEIJAH00719061,1,45,1,1.0,2.22
TQRMNOQPPHLMRLCDEIJAH00719061,2,46,2,0.76,2.22
TQRMNOQPPHLMRLCDEIJAH00719061,3,2,1,0.46,2.22
TQRMNOQRVHMMRSCDEIJAH00802294,1,57,1,1.0,2.78
TQRMNOQRVHMMRSCDEIJAH00802294,2,56,2,0.76,2.78
TQRMNOQRVHMMRSCDEIJAH00802294,3,25,1,1.02,2.78
TQRMNOSWRHLLKPCDEIIAD00718458,2,37,2,0.77,1.77
TQRMNOURPHKOKOCDEIIAD00779884,1,61,1,0.83,0.83
TQRMNOTTWHJKKQCDEIIAD00793671,1,67,2,0.67,0.67
TQRMNOTVPHLKKQCDEIIAD00793894,1,41,2,0.77,0.77
TQRMNORSTHJMSLCDEIJAH00793457,2,45,2,0.77,2.27
TQRMNORSTHJMSLCDEIJAH00793457,3,14,2,0.76,2.27
TQRMNORSTHJMSLCDEIJAH00793457,4,12,2,0.74,2.27
TQRMNORSVHJMSLCDEIJAH00793969,2,68,2,0.67,0.67
TQRMNOQYYHMNORCDEIJAH00802253,5,14,1,0.96,9.41
TQRMNOQYYHMNORCDEIJAH00802253,6,11,1,0.82,9.41
TQRMNOQYYHMNORCDEIJAH00802253,7,10,1,0.79,9.41
TQRMNOQYYHMNORCDEIJAH00802253,8,9,2,0.69,9.41
TQRMNOQYYHMNORCDEIJAH00802253,9,8,1,0.68,9.41
TQRMNOQYYHMNORCDEIJAH00802253,10,6,1,0.64,9.41
TQRMNOQYYHMNORCDEIJAH00802253,11,3,1,0.51,9.41
TQRMNOQYYHMNORCDEIJAH00802253,12,21,2,0.76,9.41
TQRMNORQXHJOPSCDEIJAH00796665,1,46,2,0.76,2.78
TQRMNORQXHJOPSCDEIJAH00796665,2,50,1,1.0,2.78
TQRMNORQXHJOPSCDEIJAH00796665,3,24,1,1.02,2.78
TQRMNOTRVHJOPSCDEIJAH00802254,1,44,1,1.0,1.0
TQRMNOQRSHLOLRCDEIJAH00719185,1,26,2,0.76,1.27
TQRMNOQRSHLOLRCDEIJAH00719185,2,3,2,0.51,1.27
TQRMNOPRRHJMMPCDEIJAH00796720,1,45,2,0.77,2.32
TQRMNOPRRHJMMPCDEIJAH00796720,2,50,1,1.0,2.32
TQRMNOPRRHJMMPCDEIJAH00796720,3,4,2,0.55,2.32
TQSMNOTXQHKMLQCDEIJAH00780680,2,27,2,0.76,1.27
TQRMNOSYPHMLQSCDEIJAH00802280,3,9,1,0.69,1.29
TQRMNOSYPHMLQSCDEIJAH00802280,4,5,2,0.6,1.29
TQRMNORRXHJMTQCDEIJAH00802286,1,60,2,0.76,0.76
TQRMNOVPPHKLSPCDEIJAH00786168,1,41,1,1.0,3.11
TQRMNOQQYHMLRTCDEIJAH00802296,1,70,1,0.83,2.85
TQRMNOQQYHMLRTCDEIJAH00802296,2,26,1,1.02,2.85
TQRMNOQQYHMLRTCDEIJAH00802296,3,30,1,1.0,2.85
TQRMNOTURHJMRTCDEIJAH00802297,1,29,1,1.02,1.02
TQRMNOQQVHJLSMCDEIJAH00793591,1,80,1,0.74,0.74
TQRMNOUQUHJLSMCDEIJAH00793592,2,21,1,1.02,1.02
TQSMNOTXQHKMLQCDEIJAH00780680,3,3,1,0.51,1.27
TQRMNOXPRHMOLRCDEIJAH00802255,1,41,2,0.77,4.66
TQRMNOXPRHMOLRCDEIJAH00802255,2,54,1,1.0,4.66
TQRMNOXPRHMOLRCDEIJAH00802255,3,11,2,0.72,4.66
TQRMNOXPRHMOLRCDEIJAH00802255,4,7,2,0.66,4.66
TQRMNOXPRHMOLRCDEIJAH00802255,5,86,1,0.74,4.66
TQRMNOXPRHMOLRCDEIJAH00802255,6,36,2,0.77,4.66
TQRMNORVVHMNMLCDEIJAH00802256,1,53,1,1.0,1.0
TQRMNOVPPHKLSPCDEIJAH00786168,2,37,2,0.77,3.11
TQRMNOVPPHKLSPCDEIJAH00786168,3,12,2,0.74,3.11
TQRMNOVPPHKLSPCDEIJAH00786168,4,5,1,0.6,3.11
TQRMNOPWSHKKSQCDEIJAH00802288,2,14,2,0.76,0.76
TQRMNOQTUHLOTQCDEIJAH00780142,3,73,1,0.83,0.83
TQRMNORPVHJMTRCDEIJAH00796270,1,65,2,0.67,3.27
TQRMNORPVHJMTRCDEIJAH00796270,2,69,1,0.83,3.27
TQRMNORPVHJMTRCDEIJAH00796270,3,44,2,0.77,3.27
TQRMNORPVHJMTRCDEIJAH00796270,4,33,1,1.0,3.27
TQRMNOQPPHJOTUCDEIJAH00793875,1,53,2,0.76,3.34
TQRMNOQPPHJOTUCDEIJAH00793875,2,57,1,1.0,3.34
TQRMNOQPPHJOTUCDEIJAH00793875,3,20,2,0.76,3.34
TQRMNOQPPHJOTUCDEIJAH00793875,4,11,1,0.82,3.34
TQRMNOQXUHMMTTCDEIJAH00802290,1,74,2,0.67,2.57
TQRMNOQXUHMMTTCDEIJAH00802290,3,35,1,1.0,2.57
TQRMNORPSHJOSPCDEIJAH00797112,1,60,2,0.76,2.98
TQRMNORPSHJOSPCDEIJAH00797112,2,30,2,0.77,2.98
TQRMNORPSHJOSPCDEIJAH00797112,3,36,2,0.77,2.98
TQRMNORPSHJOSPCDEIJAH00797112,4,8,2,0.68,2.98
TQRMNOQSPHLOSNCDEIJAH00719253,1,72,2,0.67,0.67
TQRMNOQQWHLKSPCDEIJAH00719255,1,38,2,0.77,0.77
TQRMNORTQHLKSPCDEIJAH00780457,1,53,1,1.0,1.0
TQRMNORPXHLMSUCDEIJAH00719226,1,42,1,1.0,3.57
TQRMNORPXHLMSUCDEIJAH00719226,2,32,2,0.77,3.57
TQRMNORPXHLMSUCDEIJAH00719226,3,7,1,0.66,3.57
TQRMNORPXHLMSUCDEIJAH00719226,4,2,1,0.46,3.57
TQRMNOQXUHMMTTCDEIJAH00802290,4,13,1,0.9,2.57
TQRMNOQSWHJNOPCDEIJAH00796274,1,74,2,0.67,1.44
TQRMNOQSWHJNOPCDEIJAH00796274,2,39,2,0.77,1.44
TQRMNOSYXHLMLUCDEIIAD00718237,1,39,2,0.77,1.46
TQRMNOSYXHLMLUCDEIIAD00718237,3,9,2,0.69,1.46
TQRMNOVQSHKMLOCDEIIAD00780009,1,49,1,1.0,2.65
TQRMNOVQSHKMLOCDEIIAD00780009,2,38,2,0.77,2.65
TQRMNOVQSHKMLOCDEIIAD00780009,3,3,2,0.51,2.65
TQRMNOVQSHKMLOCDEIIAD00780009,4,1,2,0.37,2.65
TQRMNOUPXHLLMLCDEIIAD00779990,1,34,2,0.77,0.77
TQRMNOPRVHMKLPCDEIIAD00801667,1,53,1,1.0,2.52
TQRMNOPRVHMKLPCDEIIAD00801667,2,49,2,0.76,2.52
TQRMNOPRVHMKLPCDEIIAD00801667,3,13,2,0.76,2.52
TQRMNORYTHJMQNCDEIJAH00802059,1,78,2,0.63,1.39
TQRMNORYTHJMQNCDEIJAH00802059,2,50,2,0.76,1.39
TQRMNORRPHMORPCDEIJAH00802061,1,38,2,0.77,2.93
TQRMNORRPHMORPCDEIJAH00802061,2,18,1,1.02,2.93
TQRMNORRPHMORPCDEIJAH00802061,3,15,2,0.77,2.93
TQRMNORRPHMORPCDEIJAH00802061,4,1,2,0.37,2.93
TQRMNOQTSHLNRMCDEIJAH00780203,2,22,2,0.76,1.59
TQRMNOSQWHLMROCDEIJAH00802062,1,25,1,1.02,1.02
TQRMNOSVSHMOKQCDEIJAH00802071,2,28,1,1.02,2.42
TQRMNOSVSHMOKQCDEIJAH00802071,3,6,1,0.64,2.42
TQRMNOSUQHLMOOCDEIJAH00718973,1,67,1,0.83,0.83
TQRMNOPXTHMKOMCDEIJAH00802037,1,45,2,0.77,0.77
TQRMNORYXHJOQQCDEIJAH00802046,1,44,2,0.77,3.01
TQRMNORYXHJOQQCDEIJAH00802046,2,22,2,0.76,3.01
TQRMNORYXHJOQQCDEIJAH00802046,3,18,2,0.76,3.01
TQRMNORYXHJOQQCDEIJAH00802046,4,11,2,0.72,3.01
TQSMNOQVTHLMQNCDEIJAH00718957,2,49,2,0.76,1.52
TQSMNOQVTHLMQNCDEIJAH00718957,4,18,2,0.76,1.52
TQRMNOXVXHJOLOCDEIIAD00801669,1,43,1,1.0,1.0
TQRMNOXWQHJOLOCDEIIAD00794315,1,27,1,1.02,1.02
TQRMNORSQHLOKTCDEIJAH00718724,1,70,1,0.83,2.62
TQRMNORSQHLOKTCDEIJAH00718724,3,20,1,1.02,2.62
TQRMNORSQHLOKTCDEIJAH00718724,4,15,2,0.77,2.62
TQRMNORQPHLMKUCDEIJAH00718964,1,54,1,1.0,1.0
TQRMNOQXWHLOPTCDEIJAH00719216,1,29,2,0.76,1.55
TQRMNOQXWHLOPTCDEIJAH00719216,2,10,1,0.79,1.55
TQRMNOPSTHLLQLCDEIJAH00719218,1,77,1,0.74,1.41
TQRMNOPSTHLLQLCDEIJAH00719218,2,72,2,0.67,1.41
TQRMNOPRRHMMOQCDEIJAH00802039,1,53,1,1.0,4.09
TQRMNOPRRHMMOQCDEIJAH00802039,2,51,2,0.76,4.09
TQRMNOPRRHMMOQCDEIJAH00802039,3,26,2,0.76,4.09
TQRMNOPRRHMMOQCDEIJAH00802039,4,23,1,1.02,4.09
TQRMNOPRRHMMOQCDEIJAH00802039,5,4,1,0.55,4.09
TQRMNOTTWHKMQNCDEIJAH00780873,3,15,2,0.77,2.97
TQRMNOTTWHKMQNCDEIJAH00780873,4,13,2,0.76,2.97
TQRMNOTTWHKMQNCDEIJAH00780873,5,18,2,0.76,2.97
TQRMNOTTWHKMQNCDEIJAH00780873,6,8,1,0.68,2.97
TQRMNOQTUHMMQTCDEIJAH00802047,1,40,2,0.77,4.2
TQRMNOQTUHMMQTCDEIJAH00802047,2,29,1,1.02,4.2
TQRMNOQTUHMMQTCDEIJAH00802047,3,21,1,1.02,4.2
TQRMNOQTUHMMQTCDEIJAH00802047,4,19,1,1.02,4.2
TQRMNOQTUHMMQTCDEIJAH00802047,5,1,2,0.37,4.2
TQRMNOTSVHKMLPCDEIJAH00780618,1,38,2,0.77,2.95
TQRMNOTSVHKMLPCDEIJAH00780618,2,37,1,1.0,2.95
TQRMNOTSVHKMLPCDEIJAH00780618,5,78,2,0.63,2.95
TQRMNOTSVHKMLPCDEIJAH00780618,6,4,1,0.55,2.95
TQRMNOTQWHKMNRCDEIIAD00779924,1,50,1,1.0,1.0
TQRMNOPWPHMLNUCDEIIAD00801674,1,67,2,0.67,0.67
TQRMNOPQVHLNNTCDEIIAD00801675,1,67,2,0.67,0.67
TQRMNOSYUHLNNTCDEIIAD00718407,1,30,1,1.0,1.0
TQRMNOSXTHKOTMCDEIJAH00780685,1,49,2,0.76,4.54
TQRMNOSXTHKOTMCDEIJAH00780685,2,27,1,1.02,4.54
TQRMNOSXTHKOTMCDEIJAH00780685,3,12,2,0.74,4.54
TQRMNOSXTHKOTMCDEIJAH00780685,4,7,2,0.66,4.54
TQRMNOSXTHKOTMCDEIJAH00780685,5,24,2,0.76,4.54
TQRMNOSXTHKOTMCDEIJAH00780685,6,5,2,0.6,4.54
TQRMNORYYHKOTNCDEIJAH00780552,1,43,2,0.77,3.09
TQRMNORYYHKOTNCDEIJAH00780552,2,43,1,1.0,3.09
TQRMNORYYHKOTNCDEIJAH00780552,3,7,2,0.66,3.09
TQRMNORYYHKOTNCDEIJAH00780552,4,7,1,0.66,3.09
TQRMNOQTYHLLTTCDEIJAH00718990,2,32,2,0.77,0.77
TQRMNOSPPHLOOSCDEIJAH00780901,1,54,1,1.0,2.79
TQRMNOSPPHLOOSCDEIJAH00780901,3,34,2,0.77,2.79
TQRMNOSPPHLOOSCDEIJAH00780901,4,28,1,1.02,2.79
TQRMNOQYRHKNTUCDEIJAH00780556,1,78,2,0.63,0.63
TQRMNOQYSHKNTUCDEIJAH00780408,1,84,2,0.63,0.63
TQRMNOSXYHKOTRCDEIJAH00786354,1,48,2,0.76,0.76
TQRMNOSQRHJKRNCDEIJAH00802065,1,81,2,0.63,0.63
TQRMNOPSSHLKQLCDEIJAH00802066,1,30,1,1.0,1.0
TQRMNORQUHJOPNCDEIJAH00802002,2,33,2,0.77,1.78
TQRMNORQUHJOPNCDEIJAH00802002,3,6,2,0.64,1.78
TQRMNORQUHJOPNCDEIJAH00802002,4,1,1,0.37,1.78
TQRMNOPXVHJMPQCDEIJAH00794567,1,35,2,0.77,1.46
TQRMNOPXVHJMPQCDEIJAH00794567,3,9,2,0.69,1.46
TQRMNOPPYHMONMCDEIIAD00801661,1,53,2,0.76,4.57
TQRMNOPPYHMONMCDEIIAD00801661,2,56,1,1.0,4.57
TQRMNOPPYHMONMCDEIIAD00801661,3,22,1,1.02,4.57
TQRMNOPPYHMONMCDEIIAD00801661,4,20,1,1.02,4.57
TQRMNOSRSHKNNOCDEIJAH00780939,1,48,1,1.0,2.45
TQRMNOSRSHKNNOCDEIJAH00780939,2,44,2,0.77,2.45
TQRMNOSRSHKNNOCDEIJAH00780939,3,8,1,0.68,2.45
TQRMNOQYTHMKNNCDEIJAH00802023,1,51,1,1.0,3.54
TQRMNOQYTHMKNNCDEIJAH00802023,2,52,2,0.76,3.54
TQRMNOQYTHMKNNCDEIJAH00802023,3,25,2,0.76,3.54
TQRMNOQYTHMKNNCDEIJAH00802023,4,22,1,1.02,3.54
TQRMNORRUHLMNQCDEIJAH00718850,2,70,2,0.67,0.67
TQRMNOQWRHLLROCDEIJAH00780826,1,37,1,1.0,2.79
TQRMNOQWRHLLROCDEIJAH00780826,2,43,2,0.77,2.79
TQRMNOQWRHLLROCDEIJAH00780826,3,18,1,1.02,2.79
TQRMNOPPYHMONMCDEIIAD00801661,5,16,2,0.77,4.57
TQRMNOTSXHJNRPCDEIJAH00802033,1,37,2,0.77,2.08
TQRMNOTSXHJNRPCDEIJAH00802033,2,14,2,0.76,2.08
TQRMNOTSXHJNRPCDEIJAH00802033,3,4,1,0.55,2.08
TQRMNOPWPHJNRRCDEIJAH00802034,1,30,1,1.0,1.63
TQRMNOPWPHJNRRCDEIJAH00802034,2,77,2,0.63,1.63
TQRMNOTRSHKMQRCDEIJAH00786580,2,29,2,0.76,2.69
TQRMNOTRSHKMQRCDEIJAH00786580,3,10,2,0.7,2.69
TQRMNOTXSHLNKSCDEIIAD00779985,1,37,1,1.0,1.77
TQRMNOTXSHLNKSCDEIIAD00779985,2,34,2,0.77,1.77
TQRMNOTXUHLNKSCDEIIAD00718312,2,48,2,0.76,1.42
TQRMNOTXUHLNKSCDEIIAD00718312,3,7,1,0.66,1.42
TQRMNOPWXHMNORCDEIJAH00802024,1,59,1,1.0,1.76
TQRMNOPWXHMNORCDEIJAH00802024,2,49,2,0.76,1.76
TQRMNOTXQHKMLQCDEIJAH00780679,1,38,1,1.0,3.28
TQRMNOTXQHKMLQCDEIJAH00780679,2,43,2,0.77,3.28
TQRMNOTXQHKMLQCDEIJAH00780679,3,12,1,0.85,3.28
TQRMNOTXQHKMLQCDEIJAH00780679,4,7,2,0.66,3.28
TQRMNORRYHLMLTCDEIJAH00718975,1,64,2,0.67,1.67
TQRMNORRYHLMLTCDEIJAH00718975,2,58,1,1.0,1.67
TQRMNOSWUHLMLTCDEIJAH00718976,1,69,1,0.83,0.83
TQRMNOTRSHKMQRCDEIJAH00786580,4,8,1,0.68,2.69
TQRMNOTRSHKMQRCDEIJAH00786580,5,4,1,0.55,2.69
TQRMNOPVVHJORSCDEIJAH00802035,1,44,2,0.77,3.53
TQRMNOPVVHJORSCDEIJAH00802035,2,18,1,1.02,3.53
TQRMNOPVVHJORSCDEIJAH00802035,3,15,1,1.0,3.53
TQRMNOPVVHJORSCDEIJAH00802035,4,12,2,0.74,3.53
TQRMNOQYWHLLLMCDEIIAD00718315,1,54,2,0.76,4.5
TQRMNOQYWHLLLMCDEIIAD00718315,2,23,1,1.02,4.5
TQRMNOQYWHLLLMCDEIIAD00718315,4,19,2,0.76,4.5
TQRMNOQYWHLLLMCDEIIAD00718315,5,26,2,0.76,4.5
TQRMNOQYWHLLLMCDEIIAD00718315,6,3,1,0.51,4.5
TQRMNOQYWHLLLMCDEIIAD00718315,7,9,2,0.69,4.5
TQRMNOQVUHMNSMCDEIJAH00802005,3,88,1,0.74,0.74
TQRMNOQVWHMNSMCDEIJAH00802006,2,45,2,0.77,1.53
TQRMNOQVWHMNSMCDEIJAH00802006,3,18,2,0.76,1.53
TQRMNOTPTHMLSNCDEIJAH00802007,1,40,1,1.0,1.0
TQRMNOPWXHMMLSCDEIJAH00802026,1,59,1,1.0,2.23
TQRMNOPWXHMMLSCDEIJAH00802026,2,30,2,0.77,2.23
TQRMNOPWXHMMLSCDEIJAH00802026,3,2,2,0.46,2.23
TQRMNOPSUHKNMOCDEIJAH00780424,1,53,1,1.0,1.76
TQRMNOPSUHKNMOCDEIJAH00780424,2,54,2,0.76,1.76
TQRMNOSSXHMKSOCDEIJAH00802009,1,56,2,0.76,1.52
TQRMNOSSXHMKSOCDEIJAH00802009,2,29,2,0.76,1.52
