CODUSU,COMPONENTE,Edad,Genero,adulto_equiv,ad_equiv_hogar
TQRMNOPYWHLMPNCDEIJAH00719368,4,6,2,0.64,2.82
TQRMNOPYWHLMPNCDEIJAH00719368,5,77,1,0.74,2.82
TQRMNORURHMMPMCDEIJAH00802551,1,70,1,0.83,1.5
TQRMNORURHMMPMCDEIJAH00802551,2,72,2,0.67,1.5
TQRMNOPVRHMLPOCDEIJAH00802552,1,71,1,0.83,0.83
TQRMNORWWHMLRUCDEIJAH00802577,1,38,2,0.77,0.77
TQRMNOQTQHJKSNCDEIJAH00802578,1,52,1,1.0,2.13
TQRMNOQTQHJKSNCDEIJAH00802578,2,46,2,0.76,2.13
TQRMNOQTQHJKSNCDEIJAH00802578,3,1,2,0.37,2.13
TQRMNORTVHJNMRCDEIJAH00796770,1,64,2,0.67,1.69
TQRMNORTVHJNMRCDEIJAH00796770,2,23,1,1.02,1.69
TQRMNOSQRHLLTTCDEIJAH00719390,2,38,2,0.77,0.77
TQSMNOSQRHLLTTCDEIJAH00719389,1,80,2,0.63,0.63
TQRMNOSRRHLMKOCDEIIAD00718541,1,53,2,0.76,0.76
TQRMNOWTTHKOKOCDEIIAD00779817,1,26,1,1.02,1.02
TQRMNOPYPHLKKQCDEIIAD00718634,1,25,2,0.76,1.78
TQRMNOPYPHLKKQCDEIIAD00718634,2,24,1,1.02,1.78
TQRMNOQRWHMKPRCDEIJAH00802554,1,94,2,0.63,0.63
TQRMNOTWXHKNRPCDEIJAH00780628,1,58,1,1.0,2.78
TQRMNOTWXHKNRPCDEIJAH00780628,2,53,2,0.76,2.78
TQRMNOTWXHKNRPCDEIJAH00780628,3,22,1,1.02,2.78
TQRMNOPQYHMOSTCDEIJAH00802555,1,45,2,0.77,0.77
TQRMNOQUXHMOSTCDEIJAH00802560,1,47,2,0.76,3.18
TQRMNOQUXHMOSTCDEIJAH00802560,2,26,1,1.02,3.18
TQRMNOQUXHMOSTCDEIJAH00802560,3,25,2,0.76,3.18
TQRMNOQUXHMOSTCDEIJAH00802560,4,6,2,0.64,3.18
TQRMNOPXQHMMSUCDEIJAH00802561,1,50,1,1.0,3.02
TQRMNOPXQHMMSUCDEIJAH00802561,2,43,2,0.77,3.02
TQRMNOPXQHMMSUCDEIJAH00802561,3,12,2,0.74,3.02
TQRMNOPXQHMMSUCDEIJAH00802561,4,3,2,0.51,3.02
TQRMNOUVTHKKMPCDEIIAD00785342,2,31,2,0.77,1.69
TQRMNOUVTHKKMPCDEIIAD00785342,3,4,2,0.55,1.69
TQRMNOUVTHKKMPCDEIIAD00785342,4,1,1,0.37,1.69
TQRMNOSQWHKOMRCDEIIAD00780017,1,65,2,0.67,3.29
TQRMNOSQWHKOMRCDEIIAD00780017,2,62,1,0.83,3.29
TQRMNOSQWHKOMRCDEIIAD00780017,3,19,2,0.76,3.29
TQRMNOSQWHKOMRCDEIIAD00780017,4,16,1,1.03,3.29
TQRMNOSYWHLKMQCDEIIAD00796911,1,79,2,0.63,1.46
TQRMNORYWHMMKUCDEIIAD00801840,1,23,1,1.02,1.02
TQRMNORUWHJOQPCDEIJAH00802564,1,59,1,1.0,1.77
TQRMNORUWHJOQPCDEIJAH00802564,2,44,2,0.77,1.77
TQRMNORXSHJOQPCDEIJAH00802565,1,75,1,0.83,1.85
TQRMNORXSHJOQPCDEIJAH00802565,2,19,1,1.02,1.85
TQRMNOQWRHMOQPCDEIJAH00802567,1,43,2,0.77,3.31
TQRMNOQWRHMOQPCDEIJAH00802567,2,43,1,1.0,3.31
TQRMNOQWRHMOQPCDEIJAH00802567,3,13,1,0.9,3.31
TQRMNOSYWHLKMQCDEIIAD00796911,3,70,1,0.83,1.46
TQRMNOPUXHKKMSCDEIIAD00780013,1,44,2,0.77,2.53
TQRMNOPUXHKKMSCDEIIAD00780013,2,12,2,0.74,2.53
TQRMNOPUXHKKMSCDEIIAD00780013,3,21,1,1.02,2.53
TQRMNOPUPHMMKOCDEIJAH00802539,1,46,1,1.0,1.0
TQRMNORPQHJMKOCDEIJAH00796245,1,41,1,1.0,1.66
TQRMNOQWRHMOQPCDEIJAH00802567,4,6,2,0.64,3.31
TQRMNOSWQHLMQNCDEIJAH00719292,2,52,2,0.76,1.78
TQRMNOSWQHLMQNCDEIJAH00719292,3,24,1,1.02,1.78
TQRMNOUQXHJMPLCDEIJAH00795115,2,50,2,0.76,1.78
TQRMNOUQXHJMPLCDEIJAH00795115,3,20,1,1.02,1.78
TQRMNOQSTHMMONCDEIJAH00802408,1,36,2,0.77,1.95
TQRMNOQSTHMMONCDEIJAH00802408,2,62,2,0.67,1.95
TQRMNOQSTHMMONCDEIJAH00802408,3,3,1,0.51,1.95
TQRMNOQWPHMMOOCDEIJAH00802409,1,76,2,0.63,1.37
TQRMNOQWPHMMOOCDEIJAH00802409,2,78,1,0.74,1.37
TQRMNORSXHMMOOCDEIJAH00802410,1,42,2,0.77,2.23
TQRMNORSXHMMOOCDEIJAH00802410,2,45,1,1.0,2.23
TQRMNORSXHMMOOCDEIJAH00802410,3,2,1,0.46,2.23
TQRMNOSTUHJOPOCDEIJAH00795116,1,30,1,1.0,4.77
TQRMNOSTUHJOPOCDEIJAH00795116,3,13,1,0.9,4.77
TQRMNOSTUHJOPOCDEIJAH00795116,4,11,1,0.82,4.77
TQRMNOSTUHJOPOCDEIJAH00795116,5,10,2,0.7,4.77
TQRMNOSTUHJOPOCDEIJAH00795116,6,9,2,0.69,4.77
TQRMNOSTUHJOPOCDEIJAH00795116,7,7,1,0.66,4.77
TQRMNOSYQHJLLUCDEIIAD00797682,2,88,1,0.74,1.37
TQRMNOPQVHMMONCDEIJAH00802387,2,75,1,0.83,0.83
TQRMNOSSPHLOLSCDEIJAH00718822,1,24,1,1.02,2.29
TQRMNOSSPHLOLSCDEIJAH00718822,2,23,2,0.76,2.29
TQRMNOSSPHLOLSCDEIJAH00718822,3,3,2,0.51,2.29
TQRMNOSXPHJMMPCDEIJAH00802413,2,57,2,0.76,0.76
TQRMNOSXRHJMMPCDEIJAH00802414,1,31,1,1.0,1.0
TQRMNOPYYHKMLQCDEIJAH00780420,1,68,1,0.83,0.83
TQRMNOPUUHLMLTCDEIJAH00780154,1,90,2,0.63,0.63
TQRMNOQYWHJLSSCDEIJAH00795532,1,30,1,1.0,1.0
TQRMNORQYHLOSTCDEIJAH00802415,1,76,2,0.63,1.37
TQRMNORQYHLOSTCDEIJAH00802415,3,81,1,0.74,1.37
TQRMNOQRWHMOKUCDEIJAH00802422,1,35,1,1.0,2.23
TQRMNOQRWHMOKUCDEIJAH00802422,2,30,2,0.77,2.23
TQRMNOQRWHMOKUCDEIJAH00802422,3,2,1,0.46,2.23
TQRMNORPVHMMLLCDEIJAH00802423,1,52,2,0.76,1.52
TQRMNORPVHMMLLCDEIJAH00802423,2,28,2,0.76,1.52
TQRMNOPQXHKMLMCDEIJAH00780770,1,61,1,0.83,1.59
TQRMNOPQXHKMLMCDEIJAH00780770,2,59,2,0.76,1.59
TQRMNOQTSHKMTOCDEIJAH00780702,1,70,2,0.67,2.44
TQRMNOQTSHKMTOCDEIJAH00780702,2,33,2,0.77,2.44
TQRMNOQTSHKMTOCDEIJAH00780702,3,46,1,1.0,2.44
TQRMNOTQVHJOSPCDEIJAH00802388,1,25,2,0.76,0.76
TQRMNOSPVHJOSQCDEIJAH00794913,1,39,1,1.0,1.77
TQRMNOSPVHJOSQCDEIJAH00794913,2,43,2,0.77,1.77
TQRMNORPRHLOORCDEIJAH00802397,1,72,1,0.83,1.5
TQRMNORPRHLOORCDEIJAH00802397,2,69,2,0.67,1.5
TQRMNOQVRHLMSUCDEIJAH00719555,1,87,1,0.74,0.74
TQRMNORQXHMOSQCDEIJAH00802417,2,25,1,1.02,2.63
TQRMNORQXHMOSQCDEIJAH00802417,3,5,1,0.6,2.63
TQRMNORQXHMOSQCDEIJAH00802417,4,4,2,0.55,2.63
TQRMNORQXHMOSQCDEIJAH00802417,5,2,1,0.46,2.63
TQRMNOPRXHLLTNCDEIJAH00802419,1,94,1,0.74,0.74
TQRMNOPVUHKKTQCDEIJAH00786581,1,47,2,0.76,3.61
TQRMNOPVUHKKTQCDEIJAH00786581,2,37,1,1.0,3.61
TQRMNOPVUHKKTQCDEIJAH00786581,3,15,1,1.0,3.61
TQRMNOPVUHKKTQCDEIJAH00786581,4,12,1,0.85,3.61
TQRMNOSTUHLMSLCDEIJAH00780903,3,5,1,0.6,0.6
TQSMNOPVRHLLROCDEIJAH00794609,1,36,1,1.0,4.71
TQSMNOPVRHLLROCDEIJAH00794609,2,34,2,0.77,4.71
TQSMNOPVRHLLROCDEIJAH00794609,3,9,2,0.69,4.71
TQSMNOPVRHLLROCDEIJAH00794609,4,3,1,0.51,4.71
TQSMNOPVRHLLROCDEIJAH00794609,5,11,2,0.72,4.71
TQSMNOPVRHLLROCDEIJAH00794609,6,18,1,1.02,4.71
TQRMNORVXHMLKMCDEIJAH00802429,1,39,2,0.77,2.89
TQRMNORVXHMLKMCDEIJAH00802429,2,48,1,1.0,2.89
TQRMNORVXHMLKMCDEIJAH00802429,3,7,1,0.66,2.89
TQRMNORVXHMLKMCDEIJAH00802429,4,2,2,0.46,2.89
TQRMNORUYHMMKMCDEIJAH00802431,1,65,2,0.67,0.67
TQRMNORVYHMMKMCDEIJAH00802432,1,44,1,1.0,2.98
TQRMNORVYHMMKMCDEIJAH00802432,3,20,1,1.02,2.98
TQRMNORVYHMMKMCDEIJAH00802432,4,14,1,0.96,2.98
TQRMNOPTVHKNTUCDEIJAH00786008,1,47,1,1.0,3.25
TQRMNOPTVHKNTUCDEIJAH00786008,3,12,1,0.85,3.25
TQRMNOPTVHKNTUCDEIJAH00786008,4,10,2,0.7,3.25
TQRMNOPTVHKNTUCDEIJAH00786008,5,10,2,0.7,3.25
TQRMNOTSUHJMMSCDEIJAH00797492,1,66,1,0.83,1.5
TQRMNOTSUHJMMSCDEIJAH00797492,2,65,2,0.67,1.5
TQSMNOPPWHLKMUCDEIJAH00797980,1,56,1,1.0,1.74
TQSMNOPPWHLKMUCDEIJAH00797980,2,90,1,0.74,1.74
TQSMNORPVHKMNNCDEIJAH00786487,1,64,1,0.83,1.5
TQSMNORPVHKMNNCDEIJAH00786487,2,70,2,0.67,1.5
TQRMNOQSRHMNOUCDEIJAH00802398,2,69,1,0.83,5.62
TQRMNOQSRHMNOUCDEIJAH00802398,3,26,2,0.76,5.62
TQRMNOQSRHMNOUCDEIJAH00802398,4,28,1,1.02,5.62
TQRMNOQSRHMNOUCDEIJAH00802398,5,8,1,0.68,5.62
TQRMNOQSRHMNOUCDEIJAH00802398,6,4,1,0.55,5.62
TQRMNOQSRHMNOUCDEIJAH00802398,8,29,1,1.02,5.62
TQRMNOQSRHMNOUCDEIJAH00802398,9,23,2,0.76,5.62
TQRMNOQXWHMMQLCDEIJAH00802421,1,71,2,0.67,0.67
TQRMNOSVXHKNOQCDEIIAD00785681,1,58,2,0.76,0.76
TQRMNORYSHKOKMCDEIJAH00786366,1,65,2,0.67,0.67
TQRMNORWWHMOKNCDEIJAH00802434,1,61,1,0.83,1.59
TQRMNORWWHMOKNCDEIJAH00802434,2,59,2,0.76,1.59
TQSMNOQSQHJOSQCDEIJAH00797445,1,30,2,0.77,1.28
TQSMNOQSQHJOSQCDEIJAH00797445,2,3,1,0.51,1.28
TQRMNOURVHMKTUCDEIJAH00802390,1,35,1,1.0,3.16
TQRMNOTPUHJOKPCDEIJAH00797376,1,72,2,0.67,0.67
TQRMNORSSHLMSRCDEIJAH00780636,1,71,1,0.83,1.5
TQRMNORSSHLMSRCDEIJAH00780636,2,71,2,0.67,1.5
TQRMNOQXXHJMSUCDEIJAH00802440,2,48,2,0.76,1.78
TQRMNOQXXHJMSUCDEIJAH00802440,3,23,1,1.02,1.78
TQRMNOURVHMKTUCDEIJAH00802390,2,32,2,0.77,3.16
TQRMNOURVHMKTUCDEIJAH00802390,3,28,1,1.02,3.16
TQRMNOURVHMKTUCDEIJAH00802390,4,1,2,0.37,3.16
TQRMNOQSVHJNOPCDEIJAH00797512,1,43,1,1.0,3.75
TQRMNOQSVHJNOPCDEIJAH00797512,2,19,1,1.02,3.75
TQRMNOQSVHJNOPCDEIJAH00797512,3,16,2,0.77,3.75
TQRMNOQSVHJNOPCDEIJAH00797512,4,14,1,0.96,3.75
TQRMNOSUYHLLTRCDEIJAH00719385,1,70,1,0.83,0.83
TQRMNOQTPHKMTOCDEIJAH00802392,1,40,2,0.77,5.1
TQRMNOSWSHLMQNCDEIJAH00719679,1,62,1,0.83,2.5
TQRMNOSWSHLMQNCDEIJAH00719679,2,62,2,0.67,2.5
TQRMNOSWSHLMQNCDEIJAH00719679,3,32,1,1.0,2.5
TQRMNORTTHJLQRCDEIJAH00796131,2,3,1,0.51,1.11
TQRMNORTTHJLQRCDEIJAH00796131,3,5,1,0.6,1.11
TQRMNOSQUHLMLMCDEIJAH00780477,1,44,1,1.0,1.0
TQRMNOQTPHKMTOCDEIJAH00802392,3,22,1,1.02,5.1
TQRMNOQTPHKMTOCDEIJAH00802392,4,18,1,1.02,5.1
TQRMNOQTPHKMTOCDEIJAH00802392,5,16,2,0.77,5.1
TQRMNOQTPHKMTOCDEIJAH00802392,7,21,2,0.76,5.1
TQRMNOQTPHKMTOCDEIJAH00802392,9,13,2,0.76,5.1
TQRMNOSSVHKMTRCDEIJAH00780703,1,58,2,0.76,3.29
TQRMNOSSVHKMTRCDEIJAH00780703,2,29,2,0.76,3.29
TQRMNOSSVHKMTRCDEIJAH00780703,3,58,1,1.0,3.29
TQRMNOSSVHKMTRCDEIJAH00780703,4,30,2,0.77,3.29
TQRMNOQPQHMLKMCDEIJAH00802393,1,79,1,0.74,3.92
TQRMNOQPQHMLKMCDEIJAH00802393,2,77,2,0.63,3.92
TQRMNOQPQHMLKMCDEIJAH00802393,3,51,2,0.76,3.92
TQRMNOQPQHMLKMCDEIJAH00802393,4,19,1,1.02,3.92
TQRMNOQPQHMLKMCDEIJAH00802393,5,16,2,0.77,3.92
TQRMNOQYRHKOTRCDEIJAH00780777,1,32,1,1.0,1.76
TQRMNORQVHLNQSCDEIJAH00780197,1,29,1,1.02,2.81
TQRMNORQVHLNQSCDEIJAH00780197,2,24,2,0.76,2.81
TQRMNORQVHLNQSCDEIJAH00780197,3,1,1,0.37,2.81
TQRMNORQVHLNQSCDEIJAH00780197,4,7,2,0.66,2.81
TQRMNORYVHKOKMCDEIJAH00780521,1,60,2,0.76,3.15
TQRMNORYVHKOKMCDEIJAH00780521,2,31,2,0.77,3.15
TQRMNORYVHKOKMCDEIJAH00780521,3,5,1,0.6,3.15
TQRMNORYVHKOKMCDEIJAH00780521,4,28,1,1.02,3.15
TQRMNOQTVHLMKMCDEIJAH00718804,1,67,1,0.83,2.6
TQRMNOQTVHLMKMCDEIJAH00718804,2,33,2,0.77,2.6
TQRMNOQTVHLMKMCDEIJAH00718804,3,36,1,1.0,2.6
TQRMNOSWPHKNKOCDEIJAH00780524,3,23,2,0.76,6.76
TQRMNOSWPHKNKOCDEIJAH00780524,5,20,1,1.02,6.76
TQRMNOSWPHKNKOCDEIJAH00780524,6,18,1,1.02,6.76
TQRMNOQYRHKOTRCDEIJAH00780777,2,29,2,0.76,1.76
TQRMNOQSWHJKRNCDEIJAH00802395,1,58,1,1.0,1.0
TQRMNOTUSHMNNRCDEIIAD00801796,1,55,1,1.0,2.02
TQRMNOTUSHMNNRCDEIIAD00801796,2,26,1,1.02,2.02
TQRMNOSWPHKNKOCDEIJAH00780524,7,16,1,1.03,6.76
TQRMNOSWPHKNKOCDEIJAH00780524,8,14,2,0.76,6.76
TQRMNOSWPHKNKOCDEIJAH00780524,9,12,1,0.85,6.76
TQRMNOSWPHKNKOCDEIJAH00780524,10,11,2,0.72,6.76
TQRMNOSWPHKNKOCDEIJAH00780524,11,5,1,0.6,6.76
TQRMNOTURHJNMQCDEIJAH00802448,1,56,2,0.76,1.76
TQRMNOTURHJNMQCDEIJAH00802448,2,31,1,1.0,1.76
TQRMNOQPUHLKLUCDEIJAH00780638,1,78,1,0.74,1.41
TQRMNOQPUHLKLUCDEIJAH00780638,2,74,2,0.67,1.41
TQRMNOPVYHKNPOCDEIJAH00785991,1,35,1,1.0,2.42
TQRMNOPVYHKNPOCDEIJAH00785991,2,55,2,0.76,2.42
TQRMNOPVYHKNPOCDEIJAH00785991,3,7,2,0.66,2.42
TQRMNOQTVHKMPRCDEIJAH00780789,1,32,2,0.77,3.04
TQRMNOQTVHKMPRCDEIJAH00780789,2,34,1,1.0,3.04
TQRMNOQTVHKMPRCDEIJAH00780789,3,13,1,0.9,3.04
TQRMNOQTVHKMPRCDEIJAH00780789,4,1,1,0.37,3.04
TQRMNOPXVHLKKQCDEIIAD00718646,1,42,2,0.77,0.77
TQRMNOQWVHKKSNCDEIJAH00780739,2,79,2,0.63,0.63
TQRMNOPWYHJMOMCDEIJAH00795882,1,52,2,0.76,1.52
TQRMNOPWYHJMOMCDEIJAH00795882,2,13,2,0.76,1.52
TQRMNOPPQHJNOPCDEIJAH00802435,1,56,1,1.0,2.78
TQRMNOPPQHJNOPCDEIJAH00802435,3,25,2,0.76,2.78
TQRMNOPPQHJNOPCDEIJAH00802435,4,22,1,1.02,2.78
TQRMNORTTHLMMMCDEIJAH00719576,1,63,2,0.67,1.69
TQRMNORTTHLMMMCDEIJAH00719576,2,27,1,1.02,1.69
TQRMNOPRWHKMKQCDEIIAD00780070,1,54,2,0.76,2.52
TQRMNOPRWHKMKQCDEIIAD00780070,2,27,2,0.76,2.52
TQRMNOPRWHKMKQCDEIIAD00780070,3,15,1,1.0,2.52
TQRMNORPUHMNQMCDEIJAH00802451,1,70,1,0.83,0.83
TQRMNOSTXHJMMLCDEIIAD00795814,1,33,1,1.0,1.0
TQRMNORRRHKMMNCDEIJAH00780865,1,69,1,0.83,0.83
TQRMNORSQHLMMRCDEIJAH00718773,1,77,2,0.63,0.63
TQRMNOPQPHMLMOCDEIJAH00802376,1,28,2,0.76,1.5
TQRMNOPQPHMLMOCDEIJAH00802376,2,1,2,0.37,1.5
TQRMNORRWHKLNOCDEIIAD00779973,2,71,2,0.67,0.67
TQRMNOQXWHLLPQCDEIJAH00719404,1,74,1,0.83,1.5
TQRMNOQXWHLLPQCDEIJAH00719404,2,70,2,0.67,1.5
TQRMNOSRYHKOPMCDEIJAH00780251,4,16,1,1.03,2.29
TQRMNOSRYHKOPMCDEIJAH00780251,5,7,1,0.66,2.29
TQRMNOSRYHKOPMCDEIJAH00780251,6,5,2,0.6,2.29
TQRMNOPQXHLLMRCDEIIAD00795421,1,70,2,0.67,1.44
TQRMNOPQXHLLMRCDEIIAD00795421,2,37,2,0.77,1.44
TQRMNOQYYHMKNLCDEIIAD00801802,2,47,2,0.76,4.33
TQRMNOQYYHMKNLCDEIIAD00801802,3,21,1,1.02,4.33
TQRMNOQYYHMKNLCDEIIAD00801802,4,20,2,0.76,4.33
TQRMNOQYYHMKNLCDEIIAD00801802,5,16,1,1.03,4.33
TQRMNOQYYHMKNLCDEIIAD00801802,6,13,2,0.76,4.33
TQRMNOPQPHMLMOCDEIJAH00802376,3,1,2,0.37,1.5
TQRMNORUWHKLMRCDEIJAH00780904,1,52,2,0.76,1.76
TQRMNORUWHKLMRCDEIJAH00780904,2,47,1,1.0,1.76
TQRMNORQUHKLMUCDEIJAH00780220,1,66,2,0.67,1.5
TQRMNORQUHKLMUCDEIJAH00780220,2,67,1,0.83,1.5
TQRMNORQXHKMNMCDEIJAH00780880,1,44,2,0.77,2.13
TQRMNORQXHKMNMCDEIJAH00780880,2,11,2,0.72,2.13
TQRMNORQXHKMNMCDEIJAH00780880,3,6,2,0.64,2.13
TQRMNORPTHKMNNCDEIJAH00780622,1,41,2,0.77,2.79
TQRMNORPTHKMNNCDEIJAH00780622,2,33,1,1.0,2.79
TQRMNORWPHJMLNCDEIIAD00801799,1,68,2,0.67,0.67
TQRMNOQUXHMMMSCDEIIAD00801800,1,34,1,1.0,2.64
TQRMNOQUXHMMMSCDEIIAD00801800,2,28,2,0.76,2.64
TQRMNOQUXHMMMSCDEIIAD00801800,3,3,2,0.51,2.64
TQRMNOQUXHMMMSCDEIIAD00801800,4,1,2,0.37,2.64
TQRMNOPUTHKLNNCDEIIAD00779878,1,50,2,0.76,1.52
TQRMNOPUTHKLNNCDEIIAD00779878,2,13,2,0.76,1.52
TQRMNOPVTHLMNPCDEIIAD00718394,1,47,2,0.76,0.76
TQRMNOSQRHKKNQCDEIIAD00779822,1,31,1,1.0,1.76
TQRMNOSQRHKKNQCDEIIAD00779822,2,28,2,0.76,1.76
TQRMNOSYPHKKNQCDEIIAD00779809,1,29,2,0.76,1.78
TQRMNOSYPHKKNQCDEIIAD00779809,2,25,1,1.02,1.78
TQRMNOPYXHMMKSCDEIJAH00802399,1,78,1,0.74,0.74
TQRMNORRPHMMKTCDEIJAH00802400,1,39,1,1.0,1.0
TQRMNORRRHMMKTCDEIJAH00802401,1,30,1,1.0,1.76
TQRMNORRRHMMKTCDEIJAH00802401,2,29,2,0.76,1.76
TQRMNORQSHLMOLCDEIIAD00718226,1,67,1,0.83,0.83
TQRMNOPRVHKMLMCDEIJAH00780115,1,46,1,1.0,2.57
TQRMNOPRVHKMLMCDEIJAH00780115,2,18,1,1.02,2.57
TQRMNOPRVHKMLMCDEIJAH00780115,3,4,1,0.55,2.57
TQRMNOTWRHMMLMCDEIJAH00802436,1,49,1,1.0,1.76
TQRMNOTWRHMMLMCDEIJAH00802436,2,50,2,0.76,1.76
TQRMNOSQXHJNLUCDEIJAH00795284,2,38,1,1.0,1.0
TQRMNOSRQHJNLUCDEIJAH00795285,1,53,2,0.76,0.76
TQRMNOPSTHJLMOCDEIJAH00795286,2,45,2,0.77,1.79
TQRMNOPSTHJLMOCDEIJAH00795286,3,25,1,1.02,1.79
TQRMNORPTHKMNNCDEIJAH00780622,3,21,1,1.02,2.79
TQRMNOQTVHMMMUCDEIJAH00802377,2,48,2,0.76,4.24
TQRMNOQTVHMMMUCDEIJAH00802377,3,32,1,1.0,4.24
TQRMNOQTVHMMMUCDEIJAH00802377,4,26,2,0.76,4.24
TQRMNOQTVHMMMUCDEIJAH00802377,5,22,1,1.02,4.24
TQRMNOQTVHMMMUCDEIJAH00802377,6,10,2,0.7,4.24
TQRMNORYQHMONMCDEIJAH00802378,1,76,1,0.74,0.74
TQRMNOSSSHLMOLCDEIJAH00802379,1,26,2,0.76,1.5
TQRMNOSSSHLMOLCDEIJAH00802379,2,81,1,0.74,1.5
TQRMNOQXYHMNLUCDEIJAH00802383,1,34,2,0.77,3.2
TQRMNOQXYHMNLUCDEIJAH00802383,2,40,1,1.0,3.2
TQRMNOQXYHMNLUCDEIJAH00802383,3,10,1,0.79,3.2
TQRMNORTTHLMKRCDEIJAH00780498,1,51,1,1.0,3.55
TQRMNORTTHLMKRCDEIJAH00780498,2,51,2,0.76,3.55
TQRMNORTTHLMKRCDEIJAH00780498,3,21,1,1.02,3.55
TQRMNORTTHLMKRCDEIJAH00780498,4,16,2,0.77,3.55
TQRMNORQRHJMLQCDEIJAH00795544,1,89,2,0.63,3.08
TQRMNORQRHJMLQCDEIJAH00795544,2,62,2,0.67,3.08
TQRMNORQRHJMLQCDEIJAH00795544,3,27,2,0.76,3.08
TQRMNORQRHJMLQCDEIJAH00795544,4,23,1,1.02,3.08
TQRMNOPWYHJMTLCDEIJAH00794851,1,27,2,0.76,2.36
TQRMNOPWYHJMTLCDEIJAH00794851,2,34,1,1.0,2.36
TQRMNOPWYHJMTLCDEIJAH00794851,3,5,1,0.6,2.36
TQRMNOTUYHKMKQCDEIJAH00780678,1,58,1,1.0,2.78
TQRMNOTUYHKMKQCDEIJAH00780678,2,55,2,0.76,2.78
TQRMNOTUYHKMKQCDEIJAH00780678,3,18,1,1.02,2.78
TQRMNOSXVHLMNOCDEIJAH00719610,1,57,1,1.0,3.74
TQRMNOSXVHLMNOCDEIJAH00719610,2,52,2,0.76,3.74
TQRMNOSXVHLMNOCDEIJAH00719610,3,25,2,0.76,3.74
TQRMNOSXVHLMNOCDEIJAH00719610,4,2,2,0.46,3.74
TQRMNOSXVHLMNOCDEIJAH00719610,5,21,2,0.76,3.74
TQRMNOTVUHKOPLCDEIJAH00802454,1,41,2,0.77,2.41
TQRMNOTVUHKOPLCDEIJAH00802454,2,15,1,1.0,2.41
TQRMNOTVUHKOPLCDEIJAH00802454,3,6,2,0.64,2.41
TQRMNOPQYHMMONCDEIJAH00802381,1,74,2,0.67,0.67
TQRMNOPXRHMMOPCDEIJAH00802382,1,25,2,0.76,4.09
TQRMNOPXRHMMOPCDEIJAH00802382,2,69,2,0.67,4.09
TQRMNOPXRHMMOPCDEIJAH00802382,3,40,1,1.0,4.09
TQRMNOQXYHMNLUCDEIJAH00802383,4,6,2,0.64,3.2
TQRMNOPSWHKOLSCDEIJAH00780591,1,66,2,0.67,1.3
TQRMNOPSWHKOLSCDEIJAH00780591,2,92,2,0.63,1.3
TQRMNOQYWHKOMPCDEIJAH00786358,1,42,2,0.77,2.77
TQRMNOQYWHKOMPCDEIJAH00786358,2,51,1,1.0,2.77
TQRMNOPTXHJLQRCDEIJAH00797227,1,92,2,0.63,1.26
TQRMNOPTXHJLQRCDEIJAH00797227,2,87,2,0.63,1.26
TQRMNOVTWHMOQQCDEIJAH00802385,1,70,2,0.67,0.67
TQRMNOPYQHKOPTCDEIJAH00786300,2,38,2,0.77,1.32
TQRMNOPYQHKOPTCDEIJAH00786300,3,4,2,0.55,1.32
TQRMNOPXSHJMLOCDEIJAH00794479,2,56,2,0.76,2.54
TQRMNOPXSHJMLOCDEIJAH00794479,3,25,2,0.76,2.54
TQRMNOPXSHJMLOCDEIJAH00794479,4,22,1,1.02,2.54
TQRMNORTQHLMKRCDEIJAH00718914,1,62,1,0.83,0.83
TQRMNOSTYHKLNNCDEIIAD00801801,1,34,2,0.77,0.77
TQSMNOQVWHKMLNCDEIJAH00780810,1,34,1,1.0,2.98
TQSMNOQVWHKMLNCDEIJAH00780810,2,30,2,0.77,2.98
TQSMNOQVWHKMLNCDEIJAH00780810,3,7,2,0.66,2.98
TQSMNOQVWHKMLNCDEIJAH00780810,4,4,1,0.55,2.98
TQRMNOPRRHKOLOCDEIJAH00780296,2,38,2,0.77,3.32
TQRMNOPRRHKOLOCDEIJAH00780296,3,19,1,1.02,3.32
TQRMNOPRRHKOLOCDEIJAH00780296,4,8,1,0.68,3.32
TQRMNOPRRHKOLOCDEIJAH00780296,5,12,1,0.85,3.32
TQRMNOQXTHKOLOCDEIJAH00780499,1,37,1,1.0,5.57
TQRMNOQXTHKOLOCDEIJAH00780499,2,34,2,0.77,5.57
TQRMNOQXTHKOLOCDEIJAH00780499,3,16,2,0.77,5.57
TQRMNOQXTHKOLOCDEIJAH00780499,4,13,1,0.9,5.57
TQRMNOQXTHKOLOCDEIJAH00780499,5,12,2,0.74,5.57
TQRMNORPQHKNRUCDEIJAH00802425,1,25,1,1.02,1.02
TQRMNOQUWHJLTOCDEIJAH00802426,2,43,2,0.77,3.28
TQRMNOQUWHJLTOCDEIJAH00802426,3,15,1,1.0,3.28
TQRMNOQUWHJLTOCDEIJAH00802426,4,12,1,0.85,3.28
TQRMNOQUWHJLTOCDEIJAH00802426,5,7,2,0.66,3.28
TQRMNOSWXHKLSPCDEIJAH00780884,1,74,2,0.67,0.67
TQRMNOPUYHKKSQCDEIJAH00786074,1,36,1,1.0,1.74
TQRMNOPUYHKKSQCDEIJAH00786074,3,12,2,0.74,1.74
TQRMNOSSUHJKKUCDEIJAH00795459,1,56,2,0.76,0.76
TQRMNOQSUHJOLLCDEIJAH00802438,1,71,2,0.67,0.67
